ticker,volume,open,close,high,low,window_start,transactions
O:MELI260220C02120000,2,51,51,51,51,1765861200000000000,2
O:MELI260220C02150000,1,54.15,54.15,54.15,54.15,1765861200000000000,1
O:MELI260220C02200000,2,37.39,31,37.39,31,1765861200000000000,2
O:MELI260220C02240000,4,31.08,25,31.08,25,1765861200000000000,2
O:MELI260220C02260000,1,20.5,20.5,20.5,20.5,1765861200000000000,1
O:MELI260220C02300000,8,21.97,17.48,25.08,17.15,1765861200000000000,6
O:MELI260220C02320000,2,19.36,18.05,19.36,18.05,1765861200000000000,2
O:MELI260220C02400000,2,9.66,10.11,10.11,9.66,1765861200000000000,2
O:MELI260220C02500000,9,6.46,5,11.84,5,1765861200000000000,7
O:MELI260220C02600000,3,4.1,4.03,4.1,4.03,1765861200000000000,2
O:MELI260220C02700000,3,7.2,2.41,7.2,2.41,1765861200000000000,3
O:MELI260220P01520000,1,9.2,9.2,9.2,9.2,1765861200000000000,1
O:MELI260220P01540000,1,10.85,10.85,10.85,10.85,1765861200000000000,1
O:MELI260220P01550000,1,12,12,12,12,1765861200000000000,1
O:MELI260220P01600000,2,18,18,18,18,1765861200000000000,2
O:MELI260220P01650000,1,25.05,25.05,25.05,25.05,1765861200000000000,1
O:MELI260220P01660000,1,25,25,25,25,1765861200000000000,1
O:MELI260220P01680000,1,30.74,30.74,30.74,30.74,1765861200000000000,1
O:MELI260220P01700000,1,32.22,32.22,32.22,32.22,1765861200000000000,1
O:MELI260220P01750000,2,41.6,43,43,41.6,1765861200000000000,2
O:MELI260220P01800000,3,58.13,64.9,64.9,58.13,1765861200000000000,3
O:MELI260220P01860000,1,80.6,80.6,80.6,80.6,1765861200000000000,1
O:MELI260220P01900000,1,99.44,99.44,99.44,99.44,1765861200000000000,1
O:MELI260220P02000000,1,159.45,159.45,159.45,159.45,1765861200000000000,1
O:MELI260220P02020000,1,167.95,167.95,167.95,167.95,1765861200000000000,1
O:MELI260220P02140000,1,240,240,240,240,1765861200000000000,1
O:MELI260220P02400000,3,462.76,462.76,462.76,462.76,1765861200000000000,1
O:MELI260220P02480000,1,569.98,569.98,569.98,569.98,1765861200000000000,1
O:MELI260220P02600000,1,676.35,676.35,676.35,676.35,1765861200000000000,1
O:MELI260320C01060000,1,881.67,881.67,881.67,881.67,1765861200000000000,1
O:MELI260320C01260000,1,688.49,688.49,688.49,688.49,1765861200000000000,1
O:MELI260320C01700000,1,296.7,296.7,296.7,296.7,1765861200000000000,1
O:MELI260320C01800000,3,230,230,230,230,1765861200000000000,1
O:MELI260320C01840000,1,214.9,214.9,214.9,214.9,1765861200000000000,1
O:MELI260320C01900000,14,198.45,174,198.45,172.4,1765861200000000000,9
O:MELI260320C01920000,19,171.1,158.67,171.1,158.67,1765861200000000000,15
O:MELI260320C01940000,20,154,152,160.9,152,1765861200000000000,11
O:MELI260320C01960000,2,148.13,150.17,150.17,148.13,1765861200000000000,2
O:MELI260320C01980000,3,138,142.88,142.88,138,1765861200000000000,3
O:MELI260320C02000000,8,133.36,133.47,135.6,130,1765861200000000000,5
O:MELI260320C02090000,1,93,93,93,93,1765861200000000000,1
O:MELI260320C02100000,4,100.48,95,100.48,94,1765861200000000000,3
O:MELI260320C02140000,1,79.1,79.1,79.1,79.1,1765861200000000000,1
O:MELI260320C02150000,3,88.65,81.39,88.65,80,1765861200000000000,3
O:MELI260320C02160000,1,73.24,73.24,73.24,73.24,1765861200000000000,1
O:MELI260320C02200000,5,73.65,61.9,73.65,59.88,1765861200000000000,5
O:MELI260320C02250000,2,51,49.9,51,49.9,1765861200000000000,2
O:MELI260320C02280000,1,46.08,46.08,46.08,46.08,1765861200000000000,1
O:MELI260320C02300000,4,46.09,38.1,46.09,38.1,1765861200000000000,4
O:MELI260320C02360000,1,35.52,35.52,35.52,35.52,1765861200000000000,1
O:MELI260320C02400000,3,27,28.05,28.05,25.85,1765861200000000000,3
O:MELI260320C02450000,1,22.81,22.81,22.81,22.81,1765861200000000000,1
O:MELI260320C02460000,1,18.5,18.5,18.5,18.5,1765861200000000000,1
O:MELI260320C02500000,16,19.9,16.5,19.9,16.5,1765861200000000000,15
O:MELI260320C02800000,1,5.3,5.3,5.3,5.3,1765861200000000000,1
O:MELI260320C03000000,3,3.6,4.04,4.04,3.6,1765861200000000000,3
O:MELI260320C03800000,3,1.61,2.05,2.06,1.61,1765861200000000000,3
O:MELI260320P00880000,1,0.2,0.2,0.2,0.2,1765861200000000000,1
O:MELI260320P01380000,1,10,10,10,10,1765861200000000000,1
O:MELI260320P01400000,4,10.65,11.31,11.4,10.65,1765861200000000000,3
O:MELI260320P01460000,1,15.67,15.67,15.67,15.67,1765861200000000000,1
O:MELI260320P01500000,21,15,19.5,19.91,15,1765861200000000000,3
O:MELI260320P01600000,1,38,38,38,38,1765861200000000000,1
O:MELI260320P01660000,4,51.2,51.4,51.4,51.2,1765861200000000000,4
O:MELI260320P01700000,2,63,63,63,63,1765861200000000000,1
O:MELI260320P01720000,1,66,66,66,66,1765861200000000000,1
O:MELI260320P01760000,2,78.48,79.26,79.26,78.48,1765861200000000000,2
O:MELI260320P01800000,1,88.65,88.65,88.65,88.65,1765861200000000000,1
O:MELI260320P01860000,5,115.89,110.6,118.38,110.6,1765861200000000000,5
O:MELI260320P01880000,2,122.67,122.75,122.75,122.67,1765861200000000000,2
O:MELI260320P01900000,9,137.03,137.62,137.62,131.27,1765861200000000000,7
O:MELI260320P01920000,2,146.9,148.15,148.15,146.9,1765861200000000000,2
O:MELI260320P02000000,2,182.63,181.38,182.63,181.38,1765861200000000000,2
O:MELI260320P02010000,1,194,194,194,194,1765861200000000000,1
O:MELI260320P02080000,1,236,236,236,236,1765861200000000000,1
O:MELI260320P02200000,10,309,309,309,309,1765861200000000000,1
O:MELI260320P02480000,1,571.53,571.53,571.53,571.53,1765861200000000000,1
O:MELI260320P02500000,1,582.95,582.95,582.95,582.95,1765861200000000000,1
O:MELI260417C01900000,1,198.98,198.98,198.98,198.98,1765861200000000000,1
O:MELI260417C01940000,1,180,180,180,180,1765861200000000000,1
O:MELI260417C02160000,16,98,95.6,98,86.8,1765861200000000000,16
O:MELI260417C02300000,1,54.35,54.35,54.35,54.35,1765861200000000000,1
O:MELI260417C02480000,1,27.59,27.59,27.59,27.59,1765861200000000000,1
O:MELI260417C02500000,14,27.7,26.15,28,25.79,1765861200000000000,7
O:MELI260417C02550000,2,21.75,21.75,21.75,21.75,1765861200000000000,1
O:MELI260417C02600000,1,18.03,18.03,18.03,18.03,1765861200000000000,1
O:MELI260417P01340000,5,12,12,12,12,1765861200000000000,1
O:MELI260417P01350000,2,12.35,12.35,12.35,12.35,1765861200000000000,1
O:MELI260417P01400000,1,17.4,17.4,17.4,17.4,1765861200000000000,1
O:MELI260417P01800000,4,100.15,100.15,100.15,100.15,1765861200000000000,1
O:MELI260417P01860000,3,123.22,123.22,123.22,123.22,1765861200000000000,1
O:MELI260417P01900000,10,135,150.17,153.83,135,1765861200000000000,10
O:MELI260417P02000000,1,198.43,198.43,198.43,198.43,1765861200000000000,1
O:MELI260417P02040000,1,224.46,224.46,224.46,224.46,1765861200000000000,1
O:MELI260417P02100000,6,255.39,255.07,256.09,248.79,1765861200000000000,6
O:MELI260515C01080000,15,861.04,861.04,861.04,861.04,1765861200000000000,1
O:MELI260515C01800000,1,289,289,289,289,1765861200000000000,1
O:MELI260515C01920000,2,215,215,215,215,1765861200000000000,2
O:MELI260515C01940000,1,225.75,225.75,225.75,225.75,1765861200000000000,1
O:MELI260515C01950000,2,202,202,202,202,1765861200000000000,1
O:MELI260515C01960000,2,205.6,196.4,205.6,196.4,1765861200000000000,2
O:MELI260515C01980000,1,187.4,187.4,187.4,187.4,1765861200000000000,1
O:MELI260515C02000000,2,188.1,178.7,188.1,178.7,1765861200000000000,2
O:MELI260515C02020000,1,170.4,170.4,170.4,170.4,1765861200000000000,1
O:MELI260515C02040000,1,162.3,162.3,162.3,162.3,1765861200000000000,1
O:MELI260515C02050000,1,158.4,158.4,158.4,158.4,1765861200000000000,1
O:MELI260515C02060000,1,154.5,154.5,154.5,154.5,1765861200000000000,1
O:MELI260515C02080000,1,147,147,147,147,1765861200000000000,1
O:MELI260515C02100000,3,153.89,153.89,153.89,153.89,1765861200000000000,1
O:MELI260515P01780000,3,127.38,127.38,127.38,127.38,1765861200000000000,2
O:MELI260515P01800000,2,135,135,135,135,1765861200000000000,2
O:MELI260515P01900000,1,174.85,174.85,174.85,174.85,1765861200000000000,1
O:MELI260515P02000000,2,225.17,229.46,229.46,225.17,1765861200000000000,2
O:MELI260515P02200000,3,341.83,341.83,341.83,341.83,1765861200000000000,1
O:MELI260618C01180000,15,777.85,777.85,777.85,777.85,1765861200000000000,1
O:MELI260618C01800000,1,299.9,299.9,299.9,299.9,1765861200000000000,1
O:MELI260618C01900000,2,250.91,249.4,250.91,249.4,1765861200000000000,2
O:MELI260618C01920000,12,238.95,239.95,242.06,238.95,1765861200000000000,10
O:MELI260618C01940000,4,234,234.1,234.1,234,1765861200000000000,2
O:MELI260618C01980000,2,218.1,217.6,218.1,217.6,1765861200000000000,2
O:MELI260618C02000000,3,210.13,210.13,210.13,210.13,1765861200000000000,1
O:MELI260618C02200000,4,140,138,140,132.25,1765861200000000000,3
O:MELI260618C02250000,1,114,114,114,114,1765861200000000000,1
O:MELI260618C02300000,1,104.55,104.55,104.55,104.55,1765861200000000000,1
O:MELI260618C02480000,1,66.4,66.4,66.4,66.4,1765861200000000000,1
O:MELI260618C02500000,4,62.92,60,62.92,60,1765861200000000000,4
O:MELI260618C02700000,4,37.09,38.15,38.15,37.09,1765861200000000000,4
O:MELI260618C02800000,2,27.18,26.92,27.18,26.92,1765861200000000000,2
O:MELI260618C03000000,3,19.9,19.9,19.9,19.9,1765861200000000000,1
O:MELI260618C03100000,1,11.2,11.2,11.2,11.2,1765861200000000000,1
O:MELI260618C03300000,5,7.09,6.8,7.75,6.8,1765861200000000000,5
O:MELI260618P01620000,2,84.84,84.82,84.84,84.82,1765861200000000000,2
O:MELI260618P01680000,1,102.2,102.2,102.2,102.2,1765861200000000000,1
O:MELI260618P01760000,2,129.95,129.96,129.96,129.95,1765861200000000000,2
O:MELI260618P01780000,1,138.57,138.57,138.57,138.57,1765861200000000000,1
O:MELI260618P01800000,42,145.32,145,145.7,145,1765861200000000000,12
O:MELI260618P01840000,1,159.56,159.56,159.56,159.56,1765861200000000000,1
O:MELI260618P01900000,1,192.57,192.57,192.57,192.57,1765861200000000000,1
O:MELI260618P01980000,1,227.56,227.56,227.56,227.56,1765861200000000000,1
O:MELI260618P02000000,1,240.67,240.67,240.67,240.67,1765861200000000000,1
O:MELI260618P02400000,1,503.6,503.6,503.6,503.6,1765861200000000000,1
O:MELI260717C01940000,1,250,250,250,250,1765861200000000000,1
O:MELI260717C02300000,10,121.48,121.48,121.48,121.48,1765861200000000000,1
O:MELI260918C01900000,2,315.55,308.9,315.55,308.9,1765861200000000000,2
O:MELI260918C02000000,3,279.18,260,279.18,260,1765861200000000000,3
O:MELI260918C02040000,2,249.9,240,249.9,240,1765861200000000000,2
O:MELI260918C02100000,1,226.8,226.8,226.8,226.8,1765861200000000000,1
O:MELI260918C02460000,10,117.23,117.23,117.23,117.23,1765861200000000000,1
O:MELI260918C02600000,3,90,85,90,85,1765861200000000000,2
O:MELI260918P01480000,47,80,83,83,80,1765861200000000000,2
O:MELI260918P01840000,50,201.25,201.68,201.68,201.25,1765861200000000000,14
O:MELI260918P01920000,35,239.8,240.4,240.4,239.68,1765861200000000000,13
O:MELI260918P02040000,50,304.35,304.73,304.73,304.33,1765861200000000000,14
O:MELI260918P02070000,35,322.05,322.6,322.6,321.93,1765861200000000000,13
O:MELI260918P02600000,1,706.05,706.05,706.05,706.05,1765861200000000000,1
O:MELI261218C01760000,1,423.15,423.15,423.15,423.15,1765861200000000000,1
O:MELI261218C01900000,1,372,372,372,372,1765861200000000000,1
O:MELI261218C02000000,2,309.5,317.11,317.11,309.5,1765861200000000000,2
O:MELI261218C02020000,1,301,301,301,301,1765861200000000000,1
O:MELI261218C02040000,1,292.8,292.8,292.8,292.8,1765861200000000000,1
O:MELI261218C02060000,1,284.6,284.6,284.6,284.6,1765861200000000000,1
O:MELI261218C02100000,1,268.8,268.8,268.8,268.8,1765861200000000000,1
O:MELI261218C02120000,2,261.5,260,261.5,260,1765861200000000000,2
O:MELI261218C02160000,1,246.9,246.9,246.9,246.9,1765861200000000000,1
O:MELI261218C02180000,1,239.8,239.8,239.8,239.8,1765861200000000000,1
O:MELI261218C02220000,1,225.6,225.6,225.6,225.6,1765861200000000000,1
O:MELI261218C02240000,1,219.7,219.7,219.7,219.7,1765861200000000000,1
O:MELI261218C02260000,1,213,213,213,213,1765861200000000000,1
O:MELI261218C02400000,1,183.32,183.32,183.32,183.32,1765861200000000000,1
O:MELI261218C02420000,1,165.4,165.4,165.4,165.4,1765861200000000000,1
O:MELI261218C03100000,1,57.63,57.63,57.63,57.63,1765861200000000000,1
O:MELI261218C03200000,1,45.6,45.6,45.6,45.6,1765861200000000000,1
O:MELI261218C03700000,1,20.6,20.6,20.6,20.6,1765861200000000000,1
O:MELI261218P01260000,1,52.49,52.49,52.49,52.49,1765861200000000000,1
O:MELI261218P01400000,1,84,84,84,84,1765861200000000000,1
O:MELI261218P01500000,3,108.47,112.5,112.5,108.47,1765861200000000000,3
O:MELI261218P02500000,1,655.45,655.45,655.45,655.45,1765861200000000000,1
O:MELI270115C01160000,1,860.36,860.36,860.36,860.36,1765861200000000000,1
O:MELI270115C01260000,2,781.66,770,781.66,770,1765861200000000000,2
O:MELI270115C01720000,1,460,460,460,460,1765861200000000000,1
O:MELI270115C01900000,18,365,365,365,365,1765861200000000000,2
O:MELI270115C01920000,2,368.5,361.6,368.5,361.6,1765861200000000000,2
O:MELI270115C02000000,1,328,328,328,328,1765861200000000000,1
O:MELI270115C02110000,10,278.58,278.58,278.58,278.58,1765861200000000000,2
O:MELI270115C02120000,10,274.55,274.55,274.55,274.55,1765861200000000000,2
O:MELI270115C02300000,2,212.01,212.01,212.01,212.01,1765861200000000000,1
O:MELI270115C02340000,1,198.9,198.9,198.9,198.9,1765861200000000000,1
O:MELI270115C02400000,1,191.92,191.92,191.92,191.92,1765861200000000000,1
O:MELI270115C02480000,2,165.08,162.9,165.08,162.9,1765861200000000000,2
O:MELI270115C02500000,3,170,160.08,170,160.08,1765861200000000000,2
O:MELI270115C02600000,1,134,134,134,134,1765861200000000000,1
O:MELI270115C03200000,1,54.01,54.01,54.01,54.01,1765861200000000000,1
O:MELI270115C03700000,1,28.17,28.17,28.17,28.17,1765861200000000000,1
O:MELI270115P01180000,1,45.69,45.69,45.69,45.69,1765861200000000000,1
O:MELI270115P01220000,1,51.94,51.94,51.94,51.94,1765861200000000000,1
O:MELI270115P01680000,1,180.73,180.73,180.73,180.73,1765861200000000000,1
O:MELI270115P01700000,1,186.45,186.45,186.45,186.45,1765861200000000000,1
O:MELI270115P01880000,1,267.46,267.46,267.46,267.46,1765861200000000000,1
O:MELI270115P02000000,10,333,333,333,333,1765861200000000000,3
O:MELI270115P02100000,1,389.58,389.58,389.58,389.58,1765861200000000000,1
O:MELI270617C01940000,1,422.46,422.46,422.46,422.46,1765861200000000000,1
O:MELI270617C01960000,1,414.06,414.06,414.06,414.06,1765861200000000000,1
O:MELI270617P01480000,3,150.2,149.8,150.3,149.8,1765861200000000000,3
O:MELI270617P01540000,1,169.7,169.7,169.7,169.7,1765861200000000000,1
O:MELI270617P01640000,2,203.2,207.6,207.6,203.2,1765861200000000000,2
O:MELI270617P01660000,1,211.32,211.32,211.32,211.32,1765861200000000000,1
O:MELI270617P01840000,1,295.6,295.6,295.6,295.6,1765861200000000000,1
O:MELI270617P01980000,2,372.43,372.44,372.44,372.43,1765861200000000000,2
O:MELI271217C01400000,1,776.6,776.6,776.6,776.6,1765861200000000000,1
O:MELI271217C02000000,1,478,478,478,478,1765861200000000000,1
O:MELI271217C02200000,1,418.95,418.95,418.95,418.95,1765861200000000000,1
O:MELI271217C02210000,1,392.59,392.59,392.59,392.59,1765861200000000000,1
O:MELI271217C02380000,2,360,360,360,360,1765861200000000000,1
O:MELI271217C02900000,2,221.07,221.07,221.07,221.07,1765861200000000000,1
O:MELI271217C03700000,6,107.69,107.69,107.69,107.69,1765861200000000000,1
O:MELI271217C03800000,5,98.59,98.59,98.59,98.59,1765861200000000000,1
O:MELI271217P01460000,2,181.1,181.2,181.2,181.1,1765861200000000000,2
O:MELI271217P02600000,1,810,810,810,810,1765861200000000000,1
O:MELI280121C01500000,5,728,723,728,719,1765861200000000000,5
O:MELI280121C01600000,1,661,661,661,661,1765861200000000000,1
O:MELI280121C01680000,1,625.8,625.8,625.8,625.8,1765861200000000000,1
O:MELI280121C01700000,1,640,640,640,640,1765861200000000000,1
O:MELI280121C01900000,2,523,528,528,523,1765861200000000000,2
O:MELI280121C01940000,1,520.97,520.97,520.97,520.97,1765861200000000000,1
O:MELI280121C02000000,2,491.42,481.57,491.42,481.57,1765861200000000000,2
O:MELI280121C02010000,1,477.47,477.47,477.47,477.47,1765861200000000000,1
O:MELI280121C02100000,1,465,465,465,465,1765861200000000000,1
O:MELI280121C02180000,10,411.25,411.25,411.25,411.25,1765861200000000000,1
O:MELI280121C02200000,10,404.25,404.25,404.25,404.25,1765861200000000000,1
O:MELI280121C02210000,1,403.4,403.4,403.4,403.4,1765861200000000000,1
O:MELI280121C02400000,1,337.15,337.15,337.15,337.15,1765861200000000000,1
O:MELI280121C02410000,1,333.85,333.85,333.85,333.85,1765861200000000000,1
O:MELI280121C02500000,1,310,310,310,310,1765861200000000000,1
O:MELI280121C03000000,2,210,210,210,210,1765861200000000000,1
O:MELI280121C03100000,1,184.3,184.3,184.3,184.3,1765861200000000000,1
O:MELI280121C03200000,1,170,170,170,170,1765861200000000000,1
O:MELI280121C03300000,1,154.3,154.3,154.3,154.3,1765861200000000000,1
O:MELI280121C03500000,1,130,130,130,130,1765861200000000000,1
O:MELI280121P01700000,10,282.6,284.1,284.2,282.6,1765861200000000000,10
O:MELI280121P02000000,1,431.58,431.58,431.58,431.58,1765861200000000000,1
O:MELI280121P02100000,1,475,475,475,475,1765861200000000000,1
O:MEME251219C00005000,5,0.95,0.95,0.95,0.95,1765861200000000000,1
O:MEME251219C00006000,17,0.2,0.2,0.2,0.15,1765861200000000000,6
O:MEME251219C00007000,10,0.01,0.01,0.01,0.01,1765861200000000000,1
O:MEME251219C00008000,15,0.05,0.05,0.05,0.05,1765861200000000000,1
O:MEME251219P00002000,1,0.16,0.16,0.16,0.16,1765861200000000000,1
O:MEME251219P00003000,1,0.2,0.2,0.2,0.2,1765861200000000000,1
O:MEME251219P00006000,5,0.25,0.25,0.25,0.25,1765861200000000000,1
O:MEME260116C00007000,32,0.25,0.25,0.3,0.25,1765861200000000000,6
O:MEME260116P00007000,1,1.3,1.3,1.3,1.3,1765861200000000000,1
O:MEME260320C00007000,5,0.9,0.9,0.9,0.9,1765861200000000000,1
O:MEME260320P00007000,40,1.7,1.65,1.7,1.65,1765861200000000000,2
O:MEME260618C00006000,1,1.5,1.5,1.5,1.5,1765861200000000000,1
O:MEME260618P00007000,28,1.95,1.95,1.95,1.95,1765861200000000000,2
O:MEOH251219C00035000,2,3.85,3.85,3.85,3.85,1765861200000000000,1
O:MEOH260116C00040000,3,0.9,0.9,0.9,0.9,1765861200000000000,3
O:MEOH260417C00035000,2,5.64,5.64,5.64,5.64,1765861200000000000,1
O:MEOH260717C00035000,1,6.7,6.7,6.7,6.7,1765861200000000000,1
O:MERC260220C00002000,1,0.1,0.1,0.1,0.1,1765861200000000000,1
O:MERC261218P00002000,355,0.65,0.65,0.65,0.65,1765861200000000000,30
O:MESO251219C00019000,1,0.25,0.25,0.25,0.25,1765861200000000000,1
O:MESO251219C00021000,1,0.16,0.16,0.16,0.16,1765861200000000000,1
O:MESO260116C00019000,10,1.23,1.23,1.23,1.23,1765861200000000000,1
O:MESO260116C00020000,1,1,1,1,1,1765861200000000000,1
O:MESO260116C00024000,5,0.1,0.1,0.1,0.1,1765861200000000000,1
O:MESO260116C00025000,5,0.4,0.4,0.4,0.4,1765861200000000000,1
O:MESO260417C00021000,144,1.9,2.26,2.26,1.86,1765861200000000000,19
O:MESO260417C00025000,243,1,1.4,1.4,0.96,1765861200000000000,23
O:MESO260717C00020000,389,3.7,3.7,3.7,3.6,1765861200000000000,51
O:MESO260717C00022000,35,3.2,3.1,3.2,3.1,1765861200000000000,4
O:MESO260717C00025000,562,2.4,2.35,2.5,2.25,1765861200000000000,77
O:MESO260717P00014000,1,2.2,2.2,2.2,2.2,1765861200000000000,1
O:MESO260717P00015000,1,2.65,2.65,2.65,2.65,1765861200000000000,1
O:MESO280121C00020000,212,6.7,6.7,6.7,6.5,1765861200000000000,32
O:MESO280121C00022000,195,6.1,6.2,6.2,6.1,1765861200000000000,29
O:MESO280121C00025000,74,5.4,5.5,5.6,5.4,1765861200000000000,13
O:MESO280121C00027000,292,5.1,5.1,5.1,5,1765861200000000000,36
O:MESO280121C00030000,155,4.6,4.7,4.7,4.6,1765861200000000000,13
O:MESO280121C00035000,187,4.1,4.1,4.2,4,1765861200000000000,22
O:MET251219C00072500,1,9.92,9.92,9.92,9.92,1765861200000000000,1
O:MET251219C00075000,3,8.5,8.5,8.5,8.5,1765861200000000000,1
O:MET251219C00080000,242,3.6,2.67,3.7,2.5,1765861200000000000,10
O:MET251219C00082500,26,1.79,0.75,1.79,0.7,1765861200000000000,10
O:MET251219C00085000,5,0.22,0.13,0.35,0.13,1765861200000000000,4
O:MET251219C00087500,12,0.08,0.05,0.09,0.05,1765861200000000000,3
O:MET251219C00090000,34,0.08,0.15,0.2,0.08,1765861200000000000,17
O:MET251219C00092500,1,0.2,0.2,0.2,0.2,1765861200000000000,1
O:MET251219P00067500,5,0.05,0.05,0.05,0.05,1765861200000000000,1
O:MET251219P00080000,2,0.25,0.25,0.25,0.25,1765861200000000000,1
O:MET251219P00082500,12,0.6,0.81,0.85,0.6,1765861200000000000,5
O:MET260116C00077500,2,7,6.9,7,6.9,1765861200000000000,2
O:MET260116C00080000,12,3.85,3.85,3.9,3.85,1765861200000000000,8
O:MET260116C00082500,2,1.9,1.9,1.9,1.9,1765861200000000000,1
O:MET260116C00085000,167,1.5,1.15,1.55,0.9,1765861200000000000,37
O:MET260116C00087500,675,0.7,0.5,0.7,0.35,1765861200000000000,6
O:MET260116P00070000,1,0.21,0.21,0.21,0.21,1765861200000000000,1
O:MET260116P00072500,21,0.35,0.32,0.35,0.32,1765861200000000000,2
O:MET260116P00075000,3,0.45,0.45,0.45,0.45,1765861200000000000,2
O:MET260116P00077500,26,0.75,0.79,0.82,0.65,1765861200000000000,5
O:MET260116P00080000,10,1.05,1.1,1.2,1.05,1765861200000000000,10
O:MET260116P00082500,455,1.85,2.01,2.2,1.8,1765861200000000000,104
O:MET260116P00085000,1,3.4,3.4,3.4,3.4,1765861200000000000,1
O:MET260220C00082500,2,3.77,3.25,3.77,3.25,1765861200000000000,2
O:MET260220C00085000,5,2.34,2.25,2.5,2.25,1765861200000000000,4
O:MET260220C00087500,1,1.5,1.5,1.5,1.5,1765861200000000000,1
O:MET260220C00090000,4,0.78,0.75,0.8,0.75,1765861200000000000,3
O:MET260220P00075000,4,0.65,1.2,1.2,0.65,1765861200000000000,3
O:MET260320C00080000,2,6.19,5.6,6.19,5.6,1765861200000000000,2
O:MET260320C00082500,1,4.05,4.05,4.05,4.05,1765861200000000000,1
O:MET260320C00092500,8,0.7,0.65,0.7,0.6,1765861200000000000,7
O:MET260320P00055000,4,0.25,0.25,0.25,0.23,1765861200000000000,3
O:MET260320P00060000,2,0.29,0.36,0.36,0.29,1765861200000000000,2
O:MET260320P00062500,2,0.42,0.48,0.48,0.42,1765861200000000000,2
O:MET260320P00065000,2,0.43,0.54,0.54,0.43,1765861200000000000,2
O:MET260320P00067500,2,0.61,0.7,0.7,0.61,1765861200000000000,2
O:MET260320P00070000,6,0.81,0.9,0.9,0.8,1765861200000000000,6
O:MET260320P00072500,3,1.1,1.2,1.2,1.1,1765861200000000000,3
O:MET260320P00075000,4,1.61,1.7,1.7,1.61,1765861200000000000,4
O:MET260320P00077500,8,2.1,2.12,2.12,2.03,1765861200000000000,7
O:MET260618C00080000,1,8.09,8.09,8.09,8.09,1765861200000000000,1
O:MET260618C00082500,8,6.39,6.1,6.39,6.05,1765861200000000000,3
O:MET260618C00085000,1,4.7,4.7,4.7,4.7,1765861200000000000,1
O:MET260618C00092500,28,1.95,2.1,2.3,1.95,1765861200000000000,13
O:MET260618C00095000,9,1.3,1.61,1.68,1.3,1765861200000000000,4
O:MET260618C00100000,1,0.86,0.86,0.86,0.86,1765861200000000000,1
O:MET260918C00085000,6,6.15,6.15,6.15,6.15,1765861200000000000,1
O:MET260918C00090000,3,4.2,4.2,4.2,4.2,1765861200000000000,1
O:MET260918P00065000,3,1.8,1.96,1.96,1.8,1765861200000000000,2
O:MET261218C00090000,2,5.26,5.26,5.26,5.26,1765861200000000000,1
O:MET270115C00075000,1,13.85,13.85,13.85,13.85,1765861200000000000,1
O:MET270115C00090000,9,6,6,6,6,1765861200000000000,1
O:MET270115C00100000,2,2.64,2.64,2.64,2.64,1765861200000000000,1
O:META251219C00005000,10,647.37,647.37,647.37,647.37,1765861200000000000,1
O:META251219C00035000,1,618.13,618.13,618.13,618.13,1765861200000000000,1
O:META251219C00050000,1,603.19,603.19,603.19,603.19,1765861200000000000,1
O:META251219C00115000,3,534.95,534.53,534.95,534.53,1765861200000000000,3
O:META251219C00120000,1,530.18,530.18,530.18,530.18,1765861200000000000,1
O:META251219C00125000,3,525,524.58,525,524.58,1765861200000000000,3
O:META251219C00130000,2,520.23,520.21,520.23,520.21,1765861200000000000,2
O:META251219C00145000,1,504.98,504.98,504.98,504.98,1765861200000000000,1
O:META251219C00150000,1,500.85,500.85,500.85,500.85,1765861200000000000,1
O:META251219C00170000,1,480.92,480.92,480.92,480.92,1765861200000000000,1
O:META251219C00175000,1,477.88,477.88,477.88,477.88,1765861200000000000,1
O:META251219C00185000,3,467.93,465.28,467.93,465.28,1765861200000000000,3
O:META251219C00190000,1,460,460,460,460,1765861200000000000,1
O:META251219C00200000,1,449.91,449.91,449.91,449.91,1765861200000000000,1
O:META251219C00210000,1,442.55,442.55,442.55,442.55,1765861200000000000,1
O:META251219C00215000,1,437.74,437.74,437.74,437.74,1765861200000000000,1
O:META251219C00225000,1,427.84,427.84,427.84,427.84,1765861200000000000,1
O:META251219C00230000,1,420.29,420.29,420.29,420.29,1765861200000000000,1
O:META251219C00290000,2,368.59,368.14,368.59,368.14,1765861200000000000,2
O:META251219C00300000,9,351,349,351,349,1765861200000000000,2
O:META251219C00320000,1,342,342,342,342,1765861200000000000,1
O:META251219C00390000,5,269.25,267.43,269.25,267.43,1765861200000000000,5
O:META251219C00395000,3,255.68,262.91,262.91,255.68,1765861200000000000,2
O:META251219C00400000,30,245,258,259.8,245,1765861200000000000,17
O:META251219C00405000,2,245.92,252.96,252.96,245.92,1765861200000000000,2
O:META251219C00410000,3,242.56,248.09,248.09,242.56,1765861200000000000,3
O:META251219C00420000,1,237.9,237.9,237.9,237.9,1765861200000000000,1
O:META251219C00450000,22,200.69,199.56,200.69,199.43,1765861200000000000,3
O:META251219C00465000,1,188.62,188.62,188.62,188.62,1765861200000000000,1
O:META251219C00470000,1,180.95,180.95,180.95,180.95,1765861200000000000,1
O:META251219C00475000,1,174.33,174.33,174.33,174.33,1765861200000000000,1
O:META251219C00485000,1,164.38,164.38,164.38,164.38,1765861200000000000,1
O:META251219C00500000,27,150.52,153.22,153.22,150.52,1765861200000000000,4
